citric acid,density,pH,alcohol,Quality
0.31,0.99388,3.16,9.5,0
0.36,0.99206,3.2,11.8,1
0.37,0.99035,3.14,12.2,1
0.37,0.99581,3.05,10.7,1
0.34,0.9976,3.07,11,1
0.3,0.99362,2.99,11.4,1
0.37,0.99581,3.05,10.7,1
0.3,0.99016,3.09,12,1
0.31,0.99176,3.02,11.9,1
0.3,0.99362,2.99,11.4,1
0.35,0.99439,3.02,11.8,1
0.29,0.99458,3.34,10.6,0
0.21,0.99418,3.06,9.7,0
0.34,0.9976,3.07,11,1
0.37,0.99581,3.05,10.7,1
0.29,0.99178,3.76,11,1
0.3,0.99456,2.99,10.5,1
0.22,0.99578,3.1,10.4,0
0.37,0.99546,3.2,10.5,1
0.29,0.99518,3.12,12,1
0.29,0.99518,3.12,12,1
0.25,0.99646,3.22,9.2,1
0.46,0.99264,3.37,10.9,0
0.38,0.99578,3.15,9.5,1
0.47,0.99604,3.15,9.4,1
0.33,0.99014,3.13,11.3,1
0.34,0.99489,3.42,10.4,0
0.42,0.99884,3.26,9.4,1
0.45,0.99054,3.02,11.3,1
0.29,0.99782,3.14,8.8,1
0.37,0.99519,3.2,10.8,0
0.41,0.99882,3.25,9.4,1
0.42,0.99884,3.26,9.4,1
1,0.9931,2.95,9.2,1
0.3,0.99666,3.12,10.3,1
0.26,0.99324,3.09,9.9,1
0.37,0.99086,3.19,12.4,1
0.53,0.9908,3.11,11.9,0
0.43,0.99067,3.11,11.7,1
0.38,0.99711,2.98,9.4,0
0.24,0.99452,3.53,9.6,0
0.38,0.99711,2.98,9.4,0
0.66,0.9945,2.98,10.4,1
0.36,0.99427,3.09,9.5,0
0.31,0.99152,3.2,11.9,1
0.44,0.98935,3.18,12.5,1
0.41,0.98876,3.16,13.4,0
0.37,0.99174,3.13,12.7,0
0.38,0.99572,3.17,9.1,0
0.48,0.99184,2.9,10.5,1
0.54,0.99454,3.19,10.4,0
0.54,0.99454,3.19,10.4,0
0.43,0.99164,3.08,12.5,1
0.54,0.99454,3.19,10.4,0
0.8,0.99778,2.95,9,0
0.38,0.9975,3.18,9.8,1
0.8,0.99778,2.95,9,0
0.42,0.99205,3.17,10.7,0
0.38,0.98962,3.16,12.4,1
0.43,0.99118,3.08,12.5,1
0.43,0.99164,3.08,12.5,1
0.38,0.99274,3.1,12.1,1
0.47,0.99184,2.92,11.3,1
0.41,0.99052,3.25,12,0
0.33,0.99546,3.28,10.4,0
0.4,0.98972,3.11,12.2,1
0.3,0.9942,3.05,8.6,0
0.38,0.99572,3.17,9.1,0
0.35,0.99022,2.96,12.1,0
0.34,0.99253,3.32,12,0
0.48,0.99184,2.9,10.5,1
0.54,0.99454,3.19,10.4,0
0.51,0.9903,3.46,11.9,1
0.32,0.98906,3.25,13.7,1
0.35,0.99146,3.22,11.3,1
0.4,0.9951,3.02,10.5,1
0.32,0.98906,3.25,13.7,1
0.34,0.995,3.14,10.1,0
0.37,0.98876,2.94,12.3,1
0.38,0.98956,3.06,12,1
0.35,0.99146,3.22,11.3,1
0.47,0.99592,3.12,9.5,1
0.52,0.99129,3.02,11.4,1
0.45,0.99064,3.16,11.9,1
0.49,0.99368,2.85,10,1
0.49,0.99368,2.85,10,1
0.39,0.99121,3.23,11.3,1
0.5,0.99104,3.25,11.7,0
0.27,0.99221,3.36,11,1
0.4,0.98924,2.97,12.2,1
0.51,0.99176,2.91,10.7,1
0.34,0.99432,3.11,10.9,1
0.26,0.99366,3.17,10.2,1
0.45,0.99064,3.16,11.9,1
0.49,0.99178,3.15,11.1,0
0.51,0.99126,3,11.2,1
0.52,0.99129,3.02,11.4,1
0.49,0.99252,3.07,10.6,1
0.46,0.99709,3.03,10.3,0
0.36,0.99513,3.4,10.4,0
0.46,0.99045,3.1,11.9,1
0.39,0.99,3.19,11.9,1
0.34,0.99305,3.12,10.4,0
0.39,0.99888,3.11,9.2,1
0.32,0.99182,3.24,11.3,1
0.32,0.99182,3.24,11.3,1
0.37,0.9913,3.25,11,1
0.39,0.99,3.19,11.9,1
0.39,0.98836,3.08,12.9,1
0.37,0.9897,3.09,10.8,0
0.42,0.99586,3.16,9.1,1
0.34,0.99305,3.12,10.4,0
0.27,0.98892,3.35,12.9,1
0.22,0.99156,3.46,12.2,0
0.39,0.99888,3.11,9.2,1
0.38,0.99534,3.06,10.3,0
0.37,0.99322,3.08,11,1
0.38,0.99296,3.17,11,0
0.21,0.99098,3.69,11.7,1
0.38,0.98972,3.2,12,1
0.38,0.98964,3.17,12.7,1
0.26,0.99918,3.11,8.8,0
0.32,0.99182,3.24,11.3,1
0.35,0.99008,3.19,12.8,1
0.33,0.992,3.18,11.2,1
0.39,0.99851,3.26,8.9,1
0.27,0.99026,3.5,11.2,0
0.39,0.9906,3.23,11.1,1
0.43,0.99293,3.05,10.8,1
0.29,0.99658,3.18,9.3,1
0.39,0.99851,3.26,8.9,1
0.32,0.9911,3.22,12.7,1
0.5,0.9904,3.16,12,1
0.27,0.99026,3.5,11.2,0
0.36,0.99946,3.23,8.8,1
0.36,0.99946,3.23,8.8,1
0.36,0.99946,3.23,8.8,1
0.4,0.99568,3.2,10.4,1
0.36,0.99946,3.23,8.8,1
0.4,0.99568,3.2,10.4,1
0.47,0.9907,3.38,14,1
0.36,0.99946,3.23,8.8,1
1.23,0.99018,3.03,13.1,1
0.33,0.98994,3.25,12.3,1
0.38,0.99075,3.27,12.6,1
0.34,0.99212,3.18,12,1
0.42,0.99684,2.87,9.5,0
0.34,0.99212,3.18,12,1
0.37,0.99036,3.08,12.7,1
0.32,0.99456,3.4,10.5,1
0.46,0.98865,3.15,12.9,1
0.42,0.99684,2.87,9.5,0
0.34,0.99212,3.18,12,1
0.37,0.99036,3.08,12.7,1
0.36,0.99222,3.06,11.9,1
0.52,0.99022,3.24,12,1
0.37,0.99076,3.25,12.5,1
0.4,0.99144,3.21,12.1,1
0.38,0.98961,3.05,12.5,1
0.26,0.9936,3.06,9.9,1
0.46,0.99126,3.02,10.7,1
0.39,0.99044,2.94,12,1
0.36,0.99123,2.97,12.2,1
0.34,0.99123,2.99,12.4,1
0.35,0.9916,3,12.4,1
0.34,0.9959,3.02,10.3,1
0.39,0.99044,2.94,12,1
0.22,0.9931,3.3,10.5,0
0.35,0.99422,3.1,9.5,1
0.4,0.99194,3,10.5,0
0.38,0.98926,3.24,12.3,1
0.37,0.99306,2.93,11.9,1
0.33,0.99164,3.25,9.8,0
0.38,0.98926,3.24,12.3,1
0.41,0.98988,3.14,11.4,1
0.4,0.99268,3.21,11,1
0.59,0.99373,3.06,10.8,0
0.37,0.98939,3.24,12.8,1
0.36,0.99318,3.11,11,1
0.33,0.99196,3.15,10.2,0
0.3,0.98952,3.32,12.5,1
0.44,0.9911,3.06,11.6,1
0.37,0.99306,2.93,11.9,1
0.33,0.99164,3.25,9.8,0
0.32,0.99111,3.26,11,0
0.42,0.99321,3.14,10.9,1
0.38,0.99326,2.97,11,1
0.44,0.99124,2.96,12.5,1
0.38,0.99326,2.97,11,1
0.4,0.99214,3.18,12,1
0.36,0.9897,3.14,12.4,1
0.44,0.99124,2.96,12.5,1
0.34,0.98915,3.22,12.8,1
0.38,0.99326,2.97,11,1
0.34,0.99692,3.33,9.1,0
0.36,0.991,3.11,12.4,1
0.39,0.9913,3.15,12.9,1
0.42,0.99234,3.09,10.9,1
0.24,0.99402,3.53,10.8,0
0.34,0.99678,3.11,10.6,0
0.23,0.99458,3.13,9,0
0.44,0.99452,3.04,12,1
0.32,0.99033,3.25,11.8,0
0.45,0.9927,3.01,10.6,1
0.2,0.99002,3.34,12.3,1
0.33,0.99057,3.19,11.5,1
0.46,0.99127,2.97,11.1,0
0.23,0.99458,3.13,9,0
0.25,0.9927,3,9.9,0
0.31,0.98938,3.27,12.8,1
0.53,0.99001,2.93,12.9,0
0.38,0.99386,3.1,12.9,1
0.34,0.9899,3.01,12,1
0.44,0.99452,3.04,12,1
0.28,0.9913,3.22,11.2,1
0.4,0.98916,3.11,13.3,1
0.3,0.99276,3.34,9.9,1
0.37,0.99586,3.11,9.5,1
0.42,0.99556,3.12,9.4,1
0.26,0.99158,3.48,11,1
0.57,0.99548,2.96,9.4,1
0.37,0.99206,2.98,11.5,1
0.32,0.99412,3.14,12.5,0
0.29,0.99364,3.18,11.9,1
0.34,0.99338,3.26,10.4,1
0.28,0.9913,3.22,11.2,1
0.39,0.99123,3.11,12.5,1
0.35,0.99216,3.18,11,1
0.29,0.99328,3.09,9.8,0
0.24,0.99031,3.1,12.3,1
0.42,0.9908,3.18,11,1
0.42,0.98871,3.1,12.6,1
0.35,0.99119,3.31,11.6,1
0.24,0.99031,3.1,12.3,1
0.36,0.99146,3.19,13.4,1
0.29,0.99328,3.09,9.8,0
0.41,0.99245,3.18,11.5,1
0.49,0.99116,3.04,11.6,1
0.37,0.9921,3.18,11.1,1
0.35,0.99216,3.18,11,1
0.45,0.99162,3.06,11.3,1
0.37,0.99632,3.08,9.9,1
0.37,0.99082,3.06,12.6,1
0.16,0.9905,3.3,11.8,1
0.4,0.99177,3.03,11.4,0
0.31,0.9986,3.1,9.2,1
0.31,0.9986,3.1,9.2,1
0.31,0.9986,3.1,9.2,1
0.31,0.9986,3.1,9.2,1
0.31,0.9986,3.1,9.2,1
0.31,0.9986,3.1,9.2,1
0.32,0.98923,3.21,13,0
0.32,1.00014,3.1,9.3,1
0.31,0.99026,3.22,12.6,1
0.12,0.99358,3.34,9.6,1
0.23,0.99688,3.42,8,0
0.32,0.99407,3.11,11.8,1
0.2,0.99226,3.21,10.2,1
0.36,0.99097,3.32,12.7,1
0.36,0.9976,3.31,9.4,0
0.29,0.99166,3.1,10.2,0
0.34,0.99184,3.28,12,1
0.32,0.99135,3.08,11.3,1
0.32,0.99074,3.32,11.8,1
0.31,0.99193,3.45,10.9,0
0.02,0.99226,3.14,9.8,0
0.3,0.99142,3.23,12.2,1
0.25,0.99091,3.23,11.1,1
0.36,0.9976,3.31,9.4,0
0.32,0.99134,3.06,11.4,1
0.29,0.99166,3.1,10.2,0
0.3,0.98964,3.13,12.8,1
0.36,0.99229,3.07,10.1,1
0.14,0.99396,2.93,9.4,1
0.25,0.99148,2.91,12.2,1
0.31,0.9913,3.07,10.9,1
0.31,0.99126,3.06,10.9,1
0.31,0.9913,3.07,10.9,1
0.14,0.99396,2.93,9.4,1
0.42,0.99562,3.14,9.4,0
0.37,0.99128,3.08,11.4,0
0.33,0.98896,3.17,12.9,1
0.41,0.99558,3.14,9.4,0
0.35,0.98961,2.91,12,1
0.28,0.99338,3.38,10.1,1
0.41,0.99558,3.14,9.4,0
0.42,0.99562,3.14,9.4,0
0.5,0.99572,3.17,9.2,0
0.35,0.99056,3.34,11.8,1
0.32,0.99146,3,12.3,1
0.37,0.99128,3.08,11.4,0
0.33,0.98896,3.17,12.9,1
0.28,0.99172,3.13,12.3,1
0.34,0.99012,3.27,13.5,1
0.3,0.98912,3.29,12.8,1
0.29,0.98902,3.04,12.8,1
0.3,0.98912,3.29,12.8,1
0.29,0.99395,2.9,11,0
0.28,0.99539,3.2,10.6,1
0.27,0.99129,3.16,12.4,1
0.29,0.98956,3.22,12.9,1
0.29,0.9916,3.54,11.1,1
0.28,0.98889,3.08,12.9,1
0.33,0.99012,3.1,11.8,1
0.38,0.99833,3.23,9.1,1
0.37,0.98853,3.09,12.7,1
0.37,0.98942,3.16,12,1
0.32,0.99266,3.24,11.2,1
0.35,0.98962,3.19,12.4,1
0.28,0.99168,3.5,10.4,0
0.36,0.9968,3.06,10.4,0
0.33,0.98934,3.29,12.7,1
0.3,0.98995,3.48,12.5,1
0.31,0.991,3.14,12,1
0.3,0.99152,3.16,11.6,1
0.28,0.99048,3.12,12.6,1
0.28,0.99204,3.15,10.2,0
0.36,0.99202,3.43,10.4,1
0.29,0.9906,3.3,11.5,0
0.34,0.99091,3.02,11,1
0.33,0.99472,3.11,10.1,1
0.32,0.99452,3.08,10.5,1
0.28,0.99177,3.23,12.1,1
0.22,0.9934,3.18,9.9,1
0.25,0.99082,3.05,11.4,1
0.29,0.99784,3,9.5,1
0.29,0.99784,3,9.5,1
0.29,0.99784,3,9.5,1
0.28,0.99665,3.17,10.9,1
0.27,0.99422,3.08,9.5,1
0.31,0.98999,3.32,12.6,1
0.27,0.99422,3.08,9.5,1
0.32,0.99254,3.18,11.1,0
0.28,0.99782,3,9.5,1
0.29,0.99784,3,9.5,1
0.24,0.9952,3.13,10.6,1
0.24,0.99519,3.12,10.6,1
0.21,0.99384,3.15,10.8,1
0.28,0.99665,3.17,10.9,1
0.27,0.99596,3.34,9.9,1
0.28,0.9935,3.08,11.3,1
0.28,0.98862,3.22,12.6,1
0.28,0.99151,2.96,12.5,1
0.28,0.9922,3.02,12.4,1
0.28,0.99426,3.31,11.8,1
0.23,0.99168,3.18,12.2,1
0.28,0.99556,3.19,10.7,1
0.33,0.99356,3.17,11.3,1
0.28,0.99151,2.96,12.5,1
0.28,0.9922,3.02,12.4,1
0.49,0.99072,3.05,11.3,1
0.27,0.99596,3.34,9.9,1
0.28,0.9935,3.08,11.3,1
0.28,0.98862,3.22,12.6,1
0.26,0.98954,3.14,11.5,1
0.26,0.99076,2.98,12.3,1
0.21,0.9889,2.97,12.2,1
0.25,0.98794,3.08,13.2,1
0.28,0.99207,3.13,10.2,1
0.28,0.99355,3.05,11.5,1
0.25,0.98794,3.08,13.2,1
0.21,0.9889,2.97,12.2,1
0.26,0.99336,3.47,11,1
0.24,0.98882,2.98,13.2,1
0.21,0.99341,3.32,9.5,0
0.26,0.997,3.25,10.2,1
0.28,0.99207,3.13,10.2,1
0.25,0.99174,3,11.4,1
0.27,0.99042,3.16,12.5,1
0.49,0.9984,3.01,9.2,0
0.34,0.99111,3.28,12.1,1
0.35,0.9933,3.1,10.7,1
0.34,0.99111,3.28,12.1,1
0.32,0.99316,3.38,11.2,1
0.3,0.9946,3.25,10.6,1
0.31,0.99,3.06,11.8,1
0.27,0.99042,3.16,12.5,1
0.49,0.9984,3.01,9.2,0
0.35,0.99016,2.95,12.6,1
0.3,0.99381,3.13,12.8,1
0.3,0.99144,3,12.3,1
0.3,0.99139,2.99,12.3,1
0.26,0.9919,2.98,12.4,1
0.3,0.99192,2.93,12.3,1
0.45,0.99576,3.2,9.1,0
0.46,0.9958,3.2,9.1,0
0.28,0.9951,3.1,10.6,1
0.29,0.99304,3.19,10.3,1
0.32,0.99657,3.39,9.5,0
0.33,0.99268,3.25,11.1,1
0.18,0.99392,3.12,10.8,1
0.3,0.99242,2.94,11.2,0
0.18,0.99392,3.12,10.8,1
0.25,0.9925,2.87,11.4,0
0.28,0.99092,3.21,11.2,1
0.32,0.99137,3.19,10.2,1
0.33,0.99268,3.25,11.1,1
0.32,0.99657,3.39,9.5,0
0.3,0.99642,3.12,10.2,1
0.35,0.9916,3.37,11,0
0.35,0.99458,3.15,11.5,1
0.17,0.99373,3.05,9.8,1
0.29,0.99586,3.11,10.1,1
0.48,0.99942,2.95,8.8,1
0.35,0.99458,3.15,11.5,1
0.3,0.9895,3.39,12.7,1
0.4,0.9963,3.1,9.8,1
0.3,0.9892,3.16,12.9,0
0.4,0.9963,3.1,9.8,1
0.3,0.9895,3.39,12.7,1
0.49,1.00196,3.01,8.5,0
0.28,0.99036,3.24,12.7,1
0.28,0.989,2.98,13.1,1
0.39,0.99947,3.35,9.1,0
0.27,0.9916,3.36,12.5,1
0.4,0.99945,3.34,9.1,1
0.4,0.99945,3.34,9.1,1
0.26,0.99375,3.33,11.2,1
0.27,0.9916,3.36,12.5,1
0.39,0.99947,3.35,9.1,0
0.4,0.99945,3.34,9.1,1
0.39,0.99946,3.34,9.1,1
0.29,0.99153,3.24,11.5,0
0.27,0.98834,3.05,12.9,1
0.29,0.99138,2.95,12.5,1
0.28,0.98928,3.25,12.3,1
0.23,0.99246,3.1,11.4,1
0.22,0.99576,3.22,9.4,0
0.44,0.99956,3.11,9.1,0
0.22,0.99576,3.22,9.4,0
0.32,0.99026,3.16,12,0
0.28,0.99174,3.18,11.1,0
0.27,0.99058,3.1,11.8,1
0.22,0.9905,3.24,11.4,1
0.44,0.99956,3.11,9.1,0
0.32,0.99192,3.19,12.1,1
0.3,0.99554,3.15,10.4,1
0.29,0.99536,3.12,9.2,1
0.29,0.99056,3.29,13,1
0.32,0.99192,3.19,12.1,1
0.29,0.99112,2.93,11.5,1
0.29,0.99112,2.93,11.5,1
0.48,0.99616,3.23,10,0
0.3,0.99266,3.25,11.1,1
0,0.98918,3.26,12.4,0
0.24,0.98926,2.9,12.2,1
0.13,0.99114,3.06,10.6,0
0.31,0.9912,3.41,11.1,1
0.2,0.98936,3.36,13.9,1
0.28,0.9983,2.99,9.2,1
0.4,0.99532,2.98,10.5,1
0.3,0.99189,3.04,11.3,1
0.34,0.99,3.24,12.9,1
0.31,0.98914,3.26,12.9,1
0.41,0.99537,3.12,9.6,0
0.34,0.99,3.25,12.9,1
0.34,0.99,3.24,12.9,1
0.27,0.99742,3.04,8.8,0
0.36,0.98884,3.23,13.2,1
0.28,0.9983,2.99,9.2,1
0.3,0.99189,3.04,11.3,1
0.4,0.99532,2.98,10.5,1
0.36,0.99284,3.3,10.5,1
0.27,0.99026,3.2,12.6,1
0.19,0.99297,3.05,9.5,1
0.45,0.99711,3.31,9.8,1
0.24,0.98934,3.04,13.4,1
0.24,0.9913,3.05,11.8,1
0.45,0.99711,3.31,9.8,1
0.28,0.98964,3.22,13.1,1
0.27,0.99026,3.2,12.6,1
0.3,0.992,3.26,10.4,0
0.27,0.98944,3.22,13.4,1
0.26,0.99031,3.06,13,1
0.24,0.98934,3.04,13.4,1
0.32,0.99393,3.11,10.2,1
0.33,0.9904,3.07,11.7,1
0.19,0.99297,3.05,9.5,1
0.2,0.99088,3.03,11.7,1
0.31,0.99254,3.04,11.4,1
0.24,0.9913,3.05,11.8,1
0.44,0.99158,3.09,11.2,1
0.27,0.99408,3.19,13,1
0.27,0.99408,3.19,13,1
0.36,0.99473,3.34,10.9,1
0.28,0.98998,3.14,11.6,1
0.28,0.99146,3.3,11.3,1
1,0.99742,3.29,12,1
0.36,0.99273,3.38,10.5,1
0.3,0.98922,3.31,13.1,1
0.27,0.99408,3.19,13,1
0.36,0.99473,3.34,10.9,1
0.45,0.99869,3.14,9.1,0
0.31,0.9896,3.18,13.4,1
0.34,0.99108,3.33,11.5,1
0.32,0.99134,3.38,11.2,1
0.28,0.99385,3.36,10.9,1
0.28,0.98936,3.19,13.5,1
0.45,0.99869,3.14,9.1,0
0.25,0.99606,3.17,9.9,1
0.24,0.99508,2.98,10.5,1
0.28,0.99038,3.18,11.7,1
0.31,0.99158,3.49,11,1
0.28,0.9932,2.99,13,1
0.23,0.99164,2.93,13.6,1
0.33,0.98987,3.08,12.3,1
0.34,0.98947,3.25,13.3,1
0.29,0.98819,3.08,13.7,1
0.41,0.99133,3.19,11.1,0
0.62,0.99143,3.23,13.4,1
0.15,0.99571,3.05,9.1,0
0.24,0.99139,3.31,11.3,1
0.41,0.99537,3.2,9.4,0
0.15,0.99571,3.05,9.1,0
0.27,0.99186,3.37,11.6,1
0.27,0.99186,3.37,11.6,1
0.28,0.98984,3.01,12.4,1
0.29,0.9963,3.11,9.8,1
0.13,0.99312,3.09,11.1,0
0.27,0.9897,3.26,13.1,1
0.35,0.9955,3.14,9.7,0
0.44,0.99528,3.15,9.2,0
0.46,0.99279,3.1,11.7,1
0.3,0.99704,3.14,10.6,1
0.35,0.9955,3.14,9.7,0
0.44,0.99528,3.15,9.2,0
0.28,0.9914,3.1,10.9,1
0.47,0.99224,3.23,10.1,0
0.25,0.99074,3.17,12.2,1
0.31,0.98892,3.03,12.7,1
0.25,0.98959,2.98,13,1
0.27,0.99212,3.16,11.2,1
0.37,0.99576,3.2,9.4,1
0.2,0.9919,3.41,11,1
0.2,0.9919,3.41,11,1
0.29,1.00037,3.1,9.2,1
0.37,0.99576,3.2,9.4,1
0.29,1.00037,3.1,9.2,1
0.19,0.992,3.22,12.3,1
0.2,0.9919,3.41,11,1
0.32,0.99218,3.04,10,1
0.22,0.99855,3.24,9,1
0.22,0.99855,3.24,9,1
0.22,0.99855,3.24,9,1
0.28,0.99062,2.92,11.1,1
0.15,0.99362,3.06,9.9,1
0.21,0.99324,3.66,12.2,1
0.28,0.99062,2.92,11.1,1
0.22,0.99855,3.24,9,1
0.24,0.99098,3.01,11.8,0
0.28,0.99036,3.11,12.9,1
0.12,0.99398,2.86,9,0
0.34,0.9903,3.01,12.4,1
0.12,0.99398,2.86,9,0
0.28,0.99036,3.11,12.9,1
0.27,0.99406,2.99,11.2,1
0.28,0.9906,3,12.6,1
0.27,0.99089,3.12,11.5,1
0.34,0.99096,3.07,11.3,1
0.27,0.99406,2.99,11.2,1
0.27,0.99089,3.12,11.5,1
0,0.9936,3.32,10.5,0
0.28,0.9906,3,12.6,1
0.4,0.9911,3.15,11.9,1
0.21,0.99396,3.18,10.1,1
0.28,0.99089,3.15,11,1
0.36,0.9968,3.14,10.6,0
0.27,0.99138,3.04,11.3,1
0.22,0.99098,3.1,11.2,0
0.28,0.99238,2.94,11.5,1
0.21,0.99244,2.92,11.1,0
0.24,0.99176,3.14,12.8,1
0.32,0.98993,3.3,12.3,1
0.3,0.9929,3.26,10.4,1
0.28,0.99238,2.94,11.5,1
0.35,0.98988,3.16,11.7,1
0.28,0.992,3.35,10.7,1
0.71,0.99784,2.85,9.5,1
0.71,0.99784,2.85,9.5,1
0.71,0.99784,2.85,9.5,1
0.35,0.99006,3.18,12,1
0.36,0.99211,3.31,10.8,0
0.27,0.99202,3.35,10.7,1
0.28,0.992,3.35,10.7,1
0.32,0.99332,3.12,10.7,1
0.29,0.98958,3.12,12.1,1
0.28,0.98939,3,11.9,1
0.28,0.99492,3.18,10.8,1
0.24,0.99043,3.59,12.3,1
0.38,0.99787,3.3,9.4,1
0.3,0.99654,3.2,9.9,1
0.24,0.99304,3.35,10.4,1
0.24,0.9952,3.35,10.4,1
0.27,0.99165,3.15,12.6,1
0.23,0.9892,2.93,12.5,1
0.48,0.99628,3.04,9.4,0
0.24,0.99604,3.11,9.2,0
0.18,0.99164,3.27,11.2,1
0.25,0.998,2.91,9.2,1
0.25,0.998,2.91,9.2,1
0.48,0.99628,3.04,9.4,0
0.18,0.99164,3.27,11.2,1
0.18,0.99226,3.27,10.8,1
0.25,0.998,2.91,9.2,1
0.24,0.99604,3.11,9.2,0
0.3,0.98914,2.96,12.5,1
0.61,0.99794,3,9.3,0
0.33,0.99048,3.21,11.4,0
0.24,0.99726,3.04,10,1
0.28,1.00295,3.06,10.6,1
0.26,0.99278,3.07,10.7,1
0.24,0.99726,3.04,10,1
0.3,0.98914,2.96,12.5,1
0.28,1.00295,3.06,10.6,1
0.28,0.99054,3.19,12.8,1
0.61,0.99794,3,9.3,0
0.33,0.99048,3.21,11.4,0
0.2,0.99459,3.24,9.5,0
0.2,0.99459,3.24,9.5,1
0.2,0.9946,3.24,9.5,1
0.25,0.99362,3.06,10.8,1
0.25,0.99362,3.06,10.8,1
0.51,0.99966,3.2,8.8,1
0.25,0.99362,3.06,10.8,1
0.27,0.99442,3.08,11,1
0,0.98918,3.29,12.4,1
0.39,0.99089,3.25,11.3,1
0.34,0.99474,3.12,11.2,1
0.32,0.99008,3.24,12.5,1
0.32,0.99348,3.12,10,1
0.33,0.99283,3.12,11,1
0.4,0.99398,3.16,10.5,1
0.4,0.99398,3.16,10.5,1
0.33,0.99283,3.12,11,1
0.23,0.9908,3.12,11.4,1
0.28,0.99165,3.16,11.3,1
0.22,0.99076,2.97,12.2,1
0.24,0.98942,2.9,12.6,1
0.25,0.99244,2.9,11.1,0
0.37,0.99058,3.26,12.3,1
0.6,0.99255,2.92,10.4,0
0.17,0.99916,3.13,8.8,1
0.33,0.99306,3.27,9.5,1
0.17,0.99916,3.13,8.8,1
0.32,0.99498,3.42,10.4,1
0.26,0.99,3.11,13,1
0.28,0.99338,3.16,12.2,1
0.47,0.99456,3.03,10.5,1
0.3,0.9926,3.33,10.8,1
0.16,0.98856,3.2,13.2,1
0.28,0.98946,3.16,13,1
0.39,0.99346,3.5,10,1
0.12,0.99268,3.42,10.4,0
0.31,0.98944,3.16,12.4,1
0.54,0.98976,3.27,12.9,1
0.16,0.98856,3.2,13.2,1
0.26,0.99523,3.02,10.5,1
0.28,0.98946,3.16,13,1
0.26,0.99402,3.07,11.2,0
0.32,0.98916,3.41,12.7,1
0.18,0.99655,3.14,9.4,1
0.29,0.99071,3.03,12.9,1
0.29,0.98889,2.96,13,1
0.3,0.98742,3.31,13.6,1
0.2,0.99336,3.32,9.1,0
0.19,0.992,3.25,10.4,1
0.3,0.98742,3.31,13.6,1
0.58,0.99275,3.28,12.2,1
0.25,1.00044,3.1,8.7,0
0.27,0.99444,3.04,10.5,1
0.41,0.99742,3.24,10.2,1
0.26,0.99228,3.06,12.5,1
0.44,0.99058,3.11,11.3,1
0.41,0.99742,3.24,10.2,1
0.3,0.99164,3.13,12.6,1
0.41,0.99742,3.24,10.2,1
0.37,0.99438,3.09,9.8,0
0.27,0.99402,3.15,10.8,0
0.35,0.99128,3.32,12.5,1
0.26,0.99228,3.06,12.5,1
0.24,0.991,3.3,11.5,1
0.26,0.9931,2.98,11.4,1
0.27,0.99444,3.04,10.5,1
0.3,0.99164,3.13,12.6,1
0.25,1.00044,3.1,8.7,0
0.4,0.99112,3.17,11,1
0.44,0.99058,3.11,11.3,1
0.41,0.99742,3.24,10.2,1
0.34,0.98961,3.06,11.6,1
0.37,0.99438,3.09,9.8,0
0.27,0.99344,3.1,10.1,0
0.22,0.99904,3.06,9.2,0
0.31,0.99884,3.05,9.1,1
0.31,0.99884,3.05,9.1,1
0.31,0.99884,3.05,9.1,1
0.31,0.99884,3.05,9.1,1
0.34,0.98949,2.96,11.7,1
0.43,0.99014,3.23,12.6,1
0.46,0.99786,2.86,9,0
0.09,0.99206,3.12,10.1,0
0.09,0.98722,3.3,13.6,0
0.31,0.99884,3.05,9.1,1
0.18,0.99666,3.09,9.2,0
0.23,0.99754,3.12,8.8,0
0.3,0.99272,2.83,10,0
0.38,0.99712,3.47,9.1,1
0.26,0.99104,3.04,11.2,0
0.24,0.99373,3.11,9.2,1
0.22,0.99904,3.06,9.2,0
0.45,0.9956,3.18,9.5,0
0.27,0.99095,3.35,11.9,1
0.23,0.99382,3.11,9.8,0
0.23,0.99382,3.11,9.8,0
0.28,0.99299,3.36,10.8,1
0.33,0.99048,3.37,11.3,1
0.28,0.99254,3.17,12.1,1
0.28,0.9902,3.38,11.3,1
0.28,0.99299,3.36,10.8,1
0.33,0.99012,3.36,13.5,1
0.41,0.99293,3.28,10.3,0
0.2,1.00022,3.11,9,1
0.26,0.99382,3.08,11.6,1
0.41,0.99293,3.28,10.3,0
0.34,0.98954,3.21,12.5,1
0.29,0.99936,3.39,8.6,0
0.46,0.9884,3.19,13.4,1
0.48,0.99144,3.22,12.7,0
0.72,0.99324,2.97,9.2,0
0.18,0.99174,3.32,10.2,1
0.28,0.99792,2.96,9,1
0.28,0.99792,2.96,9,1
0.28,0.99792,2.96,9,1
0.28,0.99792,2.96,9,1
0.28,0.99792,2.96,9,1
0.28,0.99792,2.96,9,1
0.28,0.99792,2.96,9,1
0.28,0.99043,3.02,11.9,0
0.3,0.99654,2.89,9,1
0.25,0.99758,3.3,9,0
0.29,0.99374,3.43,11,1
0.28,0.99792,2.96,9,1
0.23,0.99243,3.28,10,0
0.34,0.99216,3.29,10.7,0
0.33,0.99215,3.29,10.7,0
0.15,0.98953,3.39,13.4,1
0.32,0.99278,2.99,11,1
0.23,0.99243,3.28,10,0
0.34,0.99216,3.29,10.7,0
0.33,0.99215,3.29,10.7,0
0.32,0.99278,2.99,11,1
